id,jibun,road,year,school_code,region_code,graduate,general,characterization,science,foreigner,art,meister,private,public,etc,job,nothing,data_type,created_at,deleted_at,updated_at,school_name
204,서울특별시 성북구 상월곡동  #35-1번지,서울특별시 성북구 장월로 6,2017,B100002281,1129013700,0.0,64.5,23.5,0.5,1.4,0.9,0.0,0.0,3.7,0.5,0.0,0.0,통계,2018-04-20 23:20:47.456551,,2018-04-20 23:20:47.456556,월곡중학교
205,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,2017,B100002283,1129013800,111.0,40.0,31.0,0.0,0.0,1.0,1.0,28.0,10.0,0.0,0.0,0.0,남,2018-04-20 23:20:48.612534,,2018-04-20 23:20:48.612537,장위중학교
206,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,2017,B100002283,1129013800,117.0,64.0,43.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,여,2018-04-20 23:20:48.615268,,2018-04-20 23:20:48.615272,장위중학교
207,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,2017,B100002283,1129013800,228.0,104.0,74.0,0.0,4.0,3.0,1.0,29.0,10.0,3.0,0.0,0.0,총합,2018-04-20 23:20:48.617304,,2018-04-20 23:20:48.617307,장위중학교
208,서울특별시 성북구 장위동 #231-623번지,서울특별시 성북구 장위로4길 70,2017,B100002283,1129013800,0.0,45.6,32.5,0.0,1.8,1.3,0.4,0.0,4.4,1.3,0.0,0.0,통계,2018-04-20 23:20:48.618942,,2018-04-20 23:20:48.618945,장위중학교
209,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,2017,B100002284,1129013500,70.0,45.0,9.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0,0.0,남,2018-04-20 23:20:49.770508,,2018-04-20 23:20:49.770511,종암중학교
210,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,2017,B100002284,1129013500,188.0,123.0,34.0,0.0,13.0,4.0,1.0,5.0,6.0,2.0,0.0,0.0,여,2018-04-20 23:20:49.773275,,2018-04-20 23:20:49.773279,종암중학교
211,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,2017,B100002284,1129013500,258.0,168.0,43.0,0.0,13.0,4.0,1.0,18.0,8.0,3.0,0.0,0.0,총합,2018-04-20 23:20:49.775128,,2018-04-20 23:20:49.775131,종암중학교
212,서울특별시 성북구 종암동 #32-3번지,서울특별시 성북구 종암로5길 80-17,2017,B100002284,1129013500,0.0,65.1,16.7,0.0,5.0,1.6,0.4,0.0,3.1,1.2,0.0,0.0,통계,2018-04-20 23:20:49.776796,,2018-04-20 23:20:49.776799,종암중학교
213,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,2017,B100002286,1129011200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남,2018-04-20 23:20:50.925525,,2018-04-20 23:20:50.925529,한성여자중학교
214,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,2017,B100002286,1129011200,171.0,124.0,32.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,여,2018-04-20 23:20:50.928149,,2018-04-20 23:20:50.928163,한성여자중학교
215,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,2017,B100002286,1129011200,171.0,124.0,32.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,총합,2018-04-20 23:20:50.929935,,2018-04-20 23:20:50.929938,한성여자중학교
216,서울특별시 성북구 삼선동2가 #389번지,서울특별시 성북구 삼선교로16길 118,2017,B100002286,1129011200,0.0,72.5,18.7,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.6,통계,2018-04-20 23:20:50.931679,,2018-04-20 23:20:50.931683,한성여자중학교
217,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,2017,B100002287,1129010100,188.0,88.0,36.0,0.0,1.0,0.0,2.0,29.0,30.0,2.0,0.0,0.0,남,2018-04-20 23:20:52.253000,,2018-04-20 23:20:52.253004,홍익대학교사범대학부속중학교
218,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,2017,B100002287,1129010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,여,2018-04-20 23:20:52.255658,,2018-04-20 23:20:52.255661,홍익대학교사범대학부속중학교
219,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,2017,B100002287,1129010100,188.0,88.0,36.0,0.0,1.0,0.0,2.0,29.0,30.0,2.0,0.0,0.0,총합,2018-04-20 23:20:52.257442,,2018-04-20 23:20:52.257446,홍익대학교사범대학부속중학교
220,서울특별시 성북구 성북동  #151번지,서울특별시 성북구 성북로14가길 23,2017,B100002287,1129010100,0.0,46.8,19.1,0.0,0.5,0.0,1.1,0.0,16.0,1.1,0.0,0.0,통계,2018-04-20 23:20:52.259135,,2018-04-20 23:20:52.259139,홍익대학교사범대학부속중학교
